timestamp_Angle_DEG;Angle_DEG;Current_A;Voltage_V
1701901054455;330,99609375;0,162139892578125;-0,7080000042915344
1701901054456;330,99609375;0,1858978271484375;-0,7080000042915344
1701901054457;330,99609375;0,2032928466796875;-0,6480000019073486
1701901054458;330,99609375;0,188323974609375;-0,4320000410079956
1701901054459;330,99609375;0,1883697509765625;-0,6240000128746033
1701901054460;330,99609375;0,18658447265625;-0,14399993419647217
1701901054461;330,99609375;0,1635589599609375;-0,24000000953674316
1701901054462;330,99609375;0,1368255615234375;0,08799993991851807
1701901054463;330,99609375;0,18182373046875;0,46399998664855957
1701901054464;330,99609375;0,154266357421875;-1,0479999780654907
1701901054465;330,99609375;0,1367340087890625;-0,8920000195503235
1701901054466;330,99609375;0,135955810546875;-0,8640000224113464
1701901054467;330,99609375;0,1346282958984375;-0,7559999823570251
1701901054468;330,99609375;0,1422271728515625;-0,6840000152587891
1701901054469;330,99609375;0,1589813232421875;-0,6880000233650208
1701901054470;330,99609375;0,1862640380859375;-0,6880000233650208
1701901054471;330,99609375;0,1933135986328125;-0,6159999966621399
1701901054472;330,99609375;0,1926727294921875;-0,6519999504089355
1701901054473;330,99609375;0,1933135986328125;-0,27199995517730713
1701901054474;330,99609375;0,187042236328125;0,040000081062316895
1701901054475;330,99609375;0,172576904296875;0,4440000057220459
1701901054476;330,99609375;0,1510162353515625;0,37199997901916504
1701901054477;330,99609375;0,188507080078125;0,8559999465942383
1701901054478;330,99609375;0,1414031982421875;-0,8799999952316284
1701901054479;330,99609375;0,1416778564453125;-0,8199999928474426
1701901054480;330,99609375;0,1305999755859375;-0,7319999933242798
1701901054481;330,99609375;0,1212158203125;-0,6639999747276306
1701901054482;330,99609375;0,1296844482421875;-0,8679999709129333
1701901054483;330,99609375;0,15966796875;-1,527999997138977
1701901054484;330,99609375;0,197113037109375;-0,7799999713897705
1701901054485;330,99609375;0,2010498046875;-0,7399999499320984
1701901054486;330,99609375;0,2251739501953125;-0,4240000247955322
1701901054487;330,99609375;0,209930419921875;-0,004000067710876465
1701901054488;330,99609375;0,2045745849609375;0,2719998359680176
1701901054489;330,99609375;0,1878204345703125;0,7799999713897705
1701901054490;330,99609375;0,1438751220703125;1,5520000457763672
1701901054491;330,99609375;0,1442413330078125;-0,8759999871253967
1701901054492;330,99609375;0,1432342529296875;-0,7879999876022339
1701901054493;330,99609375;0,12158203125;-0,7080000042915344
1701901054494;330,99609375;0,1018524169921875;-0,6520000100135803
1701901054495;330,99609375;0,1020355224609375;-1,1799999475479126
